,song_names,sentences
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],close your eyes i will take your hand
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],through the river of steel well go
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],when the dragon lies bleeding
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],above the glory well carry on
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],now the time has come to return back home
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],the setting sun illuminates the dead
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],the battlefield field is shining red
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],silent lies eden on top of the moor
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],were fighting with honor protecting our lord
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],the last one survivor lies bleeding i kneel
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],into his heart i settle the steel
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],i look through the eyes of the world
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],i see theres a stranger among us
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],awaiting a sign from above
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],to conquer the power and the glory
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],come across to the promised land
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],close your eyes i will take your hand
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],through the river of steel well go
The Dragon Lies Bleeding [*],The Dragon Lies Bleeding [*],when the dragon lies bleeding
Stronger Than All [*],Stronger Than All [*],always standing proud we know our time has come
Stronger Than All [*],Stronger Than All [*],marching off to war the crusade has just begun
Stronger Than All [*],Stronger Than All [*],fighting for the right to live under the sun
Stronger Than All [*],Stronger Than All [*],we wont stop til theyve lost and weve won
Stronger Than All [*],Stronger Than All [*],come and fly with us together as one we belong
Stronger Than All [*],Stronger Than All [*],this magic of metal unites us its making us strong
Stronger Than All [*],Stronger Than All [*],like an arrow we strike   stronger than all
Stronger Than All [*],Stronger Than All [*],heavy metal troops on the rise
Stronger Than All [*],Stronger Than All [*],like an arrow of might   stronger than all
Stronger Than All [*],Stronger Than All [*],well walk through fire were true to ourselves and our lives
Stronger Than All [*],Stronger Than All [*],history commits the oath to deal in steel
Stronger Than All [*],Stronger Than All [*],warriors of the faith to no living soul we kneel
Stronger Than All [*],Stronger Than All [*],born into the fold the templars are for real
Stronger Than All [*],Stronger Than All [*],no one will ever bring us to heel
Stronger Than All [*],Stronger Than All [*],come and fly with us together as one we belong
Stronger Than All [*],Stronger Than All [*],this magic of metal unites us its making us strong
Stronger Than All [*],Stronger Than All [*],like an arrow we strike   stronger than all
Stronger Than All [*],Stronger Than All [*],shooting through the air at full speed
Stronger Than All [*],Stronger Than All [*],like an arrow of might   stronger than all
Stronger Than All [*],Stronger Than All [*],in the name of metal defending our hopes and beliefs
Stronger Than All [*],Stronger Than All [*],the past and the present unites in us all we stand up for our beliefs
Stronger Than All [*],Stronger Than All [*],the way of the templars is here once again forever they will be free
Stronger Than All [*],Stronger Than All [*],like an arrow we strike   stronger than all
Stronger Than All [*],Stronger Than All [*],heavy metal troops on the rise
Stronger Than All [*],Stronger Than All [*],like an arrow of might   stronger than all
Stronger Than All [*],Stronger Than All [*],well walk through fire were true to ourselves
Stronger Than All [*],Stronger Than All [*],like an arrow we strike   stronger than all
Stronger Than All [*],Stronger Than All [*],shooting through the air at full speed
Stronger Than All [*],Stronger Than All [*],like an arrow of might   stronger than all
Stronger Than All [*],Stronger Than All [*],in the name of metal defending our hopes and beliefs
A Legend Reborn [*],A Legend Reborn [*],youve been fighting for much to long
A Legend Reborn [*],A Legend Reborn [*],you saw the future and what to come
A Legend Reborn [*],A Legend Reborn [*],restless spirits out on the run
A Legend Reborn [*],A Legend Reborn [*],among the shadows of the sun
A Legend Reborn [*],A Legend Reborn [*],you are the rising resistance now
A Legend Reborn [*],A Legend Reborn [*],weâ´ve come to show you a way somehow 
A Legend Reborn [*],A Legend Reborn [*],beyond the past and in secrecy
A Legend Reborn [*],A Legend Reborn [*],we found it all but we want more 
A Legend Reborn [*],A Legend Reborn [*],we come from the age of chivalry 
A Legend Reborn [*],A Legend Reborn [*],metal machines unchained and free 
A Legend Reborn [*],A Legend Reborn [*],we are hear for you to see
A Legend Reborn [*],A Legend Reborn [*],flying on wings of steel thundering we are breaking the seal
A Legend Reborn [*],A Legend Reborn [*],fighting for the oath we sworn to spread the word of a legend reborn 
A Legend Reborn [*],A Legend Reborn [*],moving silent like a gentle breeze
A Legend Reborn [*],A Legend Reborn [*],weâ´re the troops of metal and we do as we please
A Legend Reborn [*],A Legend Reborn [*],we are the restless we are the wild
A Legend Reborn [*],A Legend Reborn [*],burning hearts that never die
A Legend Reborn [*],A Legend Reborn [*],we are going against the tide
A Legend Reborn [*],A Legend Reborn [*],the hammer has fallen a thorn in your side
A Legend Reborn [*],A Legend Reborn [*],break the silence or take the fall
A Legend Reborn [*],A Legend Reborn [*],the mighty templars will take it all
A Legend Reborn [*],A Legend Reborn [*],welcome the age of chivalry
A Legend Reborn [*],A Legend Reborn [*],were we all will be set free
A Legend Reborn [*],A Legend Reborn [*],itâ´s the time for you and me
A Legend Reborn [*],A Legend Reborn [*],flying on wings of steel thundering we are breaking the seal
A Legend Reborn [*],A Legend Reborn [*],fighting for the oath we sworn to spread the word of a legend reborn 
A Legend Reborn [*],A Legend Reborn [*],sons and brothers fight or fall
A Legend Reborn [*],A Legend Reborn [*],with our sisters and daughters
A Legend Reborn [*],A Legend Reborn [*],weâ´re standing one for all
A Legend Reborn [*],A Legend Reborn [*],flying on wings of steel thundering we are breaking the seal
A Legend Reborn [*],A Legend Reborn [*],fighting for the oath we sworn to spread the word of a legend reborn
A Legend Reborn [*],A Legend Reborn [*],flying on wings of steel thundering we are breaking the seal
A Legend Reborn [*],A Legend Reborn [*],fighting for the oath we sworn to spread the word of a legend reborn
Riders of the Storm,Riders of the Storm,sight a brand new horizon
Riders of the Storm,Riders of the Storm,ascending from the hearts of those who couldnt see
Riders of the Storm,Riders of the Storm,the decline of man the final stage of war
Riders of the Storm,Riders of the Storm,spectral forces of mankind
Riders of the Storm,Riders of the Storm,were all trapped inside the core of the machine
Riders of the Storm,Riders of the Storm,our time has come to find a way back home
Riders of the Storm,Riders of the Storm,we seek our destiny in thee
Riders of the Storm,Riders of the Storm,in the eye of the storm
Riders of the Storm,Riders of the Storm,a genesis is born reborn
Riders of the Storm,Riders of the Storm,riders of the storm   one with the wind defenders of
Riders of the Storm,Riders of the Storm,creation
Riders of the Storm,Riders of the Storm,riders of the storm   aligned with the sun
Riders of the Storm,Riders of the Storm,phantom powers rule the earth
Riders of the Storm,Riders of the Storm,descending down controlling you and me
Riders of the Storm,Riders of the Storm,what is left to see is it all but a dream
Riders of the Storm,Riders of the Storm,on the inside looking out
Riders of the Storm,Riders of the Storm,kept within a cage behind a false facade
Riders of the Storm,Riders of the Storm,they cant keep us down cause our strength is our will
Riders of the Storm,Riders of the Storm,we dream of a genesis reborn
Riders of the Storm,Riders of the Storm,where our spirits fly free
Riders of the Storm,Riders of the Storm,let us choose our own destiny
Riders of the Storm,Riders of the Storm,riders of the storm   one with the wind defenders of
Riders of the Storm,Riders of the Storm,creation
Riders of the Storm,Riders of the Storm,riders of the storm   aligned with the sun
Riders of the Storm,Riders of the Storm,speak the word of nemesis
Riders of the Storm,Riders of the Storm,call for thunder call for rain
Riders of the Storm,Riders of the Storm,let us meet our genesis
Riders of the Storm,Riders of the Storm,save us from the unholy pain
Riders of the Storm,Riders of the Storm,riders of the storm   one with the wind defenders of
Riders of the Storm,Riders of the Storm,creation
Riders of the Storm,Riders of the Storm,riders of the storm   aligned with the sun
Heeding the Call,Heeding the Call,a flash in the night a journey through time
Heeding the Call,Heeding the Call,the templars are back on the streets
Heeding the Call,Heeding the Call,guarded by prowess and the will to survive
Heeding the Call,Heeding the Call,all led by the guiding light
Heeding the Call,Heeding the Call,angels of mercy guardians of time
Heeding the Call,Heeding the Call,shackled and chained through the eternal flame
Heeding the Call,Heeding the Call,the hammer will slowly arise
Heeding the Call,Heeding the Call,heeding the call one and for all
Heeding the Call,Heeding the Call,never surrender with glory well fall
Heeding the Call,Heeding the Call,brothers unite lets stand up and fight
Heeding the Call,Heeding the Call,fulfilling our fate we are
Heeding the Call,Heeding the Call,heeding the call
Heeding the Call,Heeding the Call,one step ahead revealing the past
Heeding the Call,Heeding the Call,united together we stand
Heeding the Call,Heeding the Call,the call of the thunder the sign to begin
Heeding the Call,Heeding the Call,this final crusade we will win
Heeding the Call,Heeding the Call,angels of mercy our journey must proceed
Heeding the Call,Heeding the Call,with hearts all filled up with chivalry
Heeding the Call,Heeding the Call,the lifeblood that we all need
Heeding the Call,Heeding the Call,heeding the call one and for all
Heeding the Call,Heeding the Call,never surrender with glory well fall
Heeding the Call,Heeding the Call,brothers unite lets stand up and fight
Heeding the Call,Heeding the Call,fulfilling our fate we are heeding the call
Heeding the Call,Heeding the Call,oh oh oh 
Heeding the Call,Heeding the Call,heeding the call one and for all
Heeding the Call,Heeding the Call,never surrender with glory well fall
Heeding the Call,Heeding the Call,brothers unite lets stand up and fight
Heeding the Call,Heeding the Call,fulfilling our fate we are heeding the call
Stone Cold,Stone Cold,outcast a time of war when mankind lost control
Stone Cold,Stone Cold,of life and death under surveillance
Stone Cold,Stone Cold,i watch the children pray while god just turns away
Stone Cold,Stone Cold,out in the ruins they seek shelter
Stone Cold,Stone Cold,these streets were once my home but those
Stone Cold,Stone Cold,golden days are gone now im fighting to survive
Stone Cold,Stone Cold,stone cold the end of our dream
